id,title,genre,plot,imdbRating,Year,Country,Language
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,"A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",8.2,1998,UK,English
2543,Six Ways to Sunday (1997),Comedy,Eighteen-year-old mothers' son Harry (he lives with his overprotective mother Kate) shows his cruel side at one occasion and is hired as hitman/enforcer by the Jewish mob.,6.4,1997,USA,English
2544,"School of Flesh, The (L' �cole de la chair) (1998)",Drama,"Fashion executive Dominique's obsession for Quentin, a young bisexual hustler, fills her desire for physical love but leaves her taxed emotionally. Twists and turns in the relationship, ...",6.8,1998,"France, Luxembourg, Belgium",French
2545,Relax... It's Just Sex (1998),Comedy,"A mixed group of individuals - lesbian, gays, and heterosexuals who all frequent a local bar struggle to accept each others lifestyles. However when the two gays are attacked and fight back...",7.0,1998,USA,English
2546,"Deep End of the Ocean, The (1999)",Drama,"The Deep End of The Ocean is a film about a family's reaction when Ben, the youngest son is kidnapped and then found nine years later, living in the same town, where his family had just moved.",6.3,1999,USA,English
2547,Harvest (1998),Drama,"A DEA agent and a local sheriff have to wrestle with their consciences as they start raids on local farmers, who have started growing marijuana simply to keep their farms operational. Story...",4.5,1998,USA,English
2548,"Rage: Carrie 2, The (1999)",Horror,N/A,5.9,1999,"UK, Nigeria",N/A
2549,Wing Commander (1999),Action|Sci-Fi,"Blair, a fighter pilot, joins an interstellar war to fight the evil Kilrathi who are trying to destroy the universe.",4.2,1999,"USA, Luxembourg",English
2550,"Haunting, The (1963)",Horror|Thriller,A scientist doing research on the paranormal invites two women to a haunted mansion. One of the participants soon starts losing her mind.,7.6,1963,"UK, USA",English
2551,Dead Ringers (1988),Drama|Thriller,"Twin gynecologists take full advantage of the fact that nobody can tell them apart, until their relationship begins to deteriorate over a woman.",7.3,1988,"Canada, USA",English
2552,My Boyfriend's Back (1993),Comedy,A boy decides to come back from the dead because he is determined to win the most beautiful girl in school.,5.3,1993,USA,English
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,"In the English village of Midwich, the blonde-haired, glowing-eyed children of uncertain paternity prove to have frightening powers.",7.3,1960,UK,English
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,"Scientists discovers that there are six children who each have an enormous intelligence. The children are flown to London to be studied, but they each escape their embassy and gather in a ...",6.2,1964,UK,"English, Russian"
2555,Baby Geniuses (1999),Comedy,"Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.",2.6,1999,USA,English
2556,Telling You (1998),Comedy|Drama|Romance,Two college graduates who find themselves stuck behind the counter of a pizza parlor while their friends move on struggle to find a new direction for their lives.,4.3,1998,USA,English
2557,I Stand Alone (Seul contre tous) (1998),Drama,A horse meat butcher's life and mind begins to breakdown as he lashes out against various factions of society while attempting to reconnect with his estranged daughter.,7.5,1998,France,French
2558,Forces of Nature (1999),Comedy|Romance,A soon-to-be-married man encounters an exciting stranger after his plane suffers an accident on takeoff.,5.4,1999,USA,English
2559,"King and I, The (1999)",Animation|Children's,"Traveling to the exotic kingdom of Siam, English schoolteacher Anna Leonowens soon discovers that her most difficult challenge is the stubborn, imperious King himself.",4.1,1999,USA,English
2560,Ravenous (1999),Drama|Horror,"In a remote military outpost in the 19th Century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal.",7.1,1999,"Czech Republic, UK, USA","English, Italian, Spanish, Washoe"
2561,True Crime (1999),Crime|Thriller,Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?,6.6,1999,USA,English
2562,Bandits (1997),Drama,Four female cons who have formed a band in prison get a chance to play at a police ball outside the walls. They take the chance to escape. Being on the run from the law they even make it to...,6.4,1997,"Germany, France","German, English"
2563,Beauty (1998),Drama,Alix Miller arrives at the isolated Crompton mansion in New Hampshire to paint the portrait of the mysterious Leland Crompton...,6.4,1998,"USA, Canada",English
2564,"Empty Mirror, The (1999)",Drama,N/A,N/A,2000,UK,English
2565,"King and I, The (1956)",Musical,A widow accepts a job as a live-in governess to the King of Siam's children.,7.5,1956,USA,"English, Thai"
2566,Doug's 1st Movie (1999),Animation|Children's,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,5.0,1999,USA,English
2567,EDtv (1999),Comedy,A video store clerk agrees to have his life filmed by a camera crew for a television show.,6.1,1999,USA,English
2568,"Mod Squad, The (1999)",Action|Crime,"Three minor delinquints (Danes, Ribisi, and Epps) are recruited by a cop (Farina) working undercover to bust a cop/drug ring. When the officer who recruited them is killed, they go above ...",4.2,1999,USA,English
2569,Among Giants (1998),Drama|Romance,"A manager hires Ray, off the books, to paint all the power towers in a 15-mile stretch of high-tension wires outside Sheffield. Ray's crew of men are friends, especially Ray with Steve, a ...",5.9,1998,UK,English
2570,"Walk on the Moon, A (1999)",Drama|Romance,The world of a young housewife is turned upside down when she has an affair with a free-spirited blouse salesman.,6.6,1999,USA,English
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,A computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers.,8.7,1999,USA,English
2572,10 Things I Hate About You (1999),Comedy|Romance,"A pretty, popular teenager can't go out on a date until her ill-tempered older sister does.",7.2,1999,USA,"English, French"
2573,Tango (1998),Drama,"Mario Suarez is a forty-something tango artist, whose wife Laura has left him. He leaves his apartment and starts preparing a film about tango.",7.2,1998,"Spain, Argentina",Spanish
2574,"Out-of-Towners, The (1999)",Comedy,"The remake of the 1970 Neil Simon comedy follows the adventures of a couple, Henry and Nancy Clark, vexed by misfortune while in New York City for a job interview.",5.3,1999,USA,English
2575,"Dreamlife of Angels, The (La Vie r�v�e des anges) (1998)",Drama,"In Lille, two penniless young women with few prospects become friends. Isa moves in with Marie, who's flat-sitting for a mother and child in hospital in comas following a car crash. Isa is ...",7.5,1998,France,French
2576,"Love, etc. (1996)",Drama,A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.,6.8,1996,USA,English
2577,Metroland (1997),Comedy|Drama,"The sudden reappearance of his best friend Toni, after ten years absence, causes Chris to remember his past, to question some of his lifestyle decisions and to re-evaluate his life and marriage to Marion.",6.5,1997,"Spain, France, UK",English
2578,"Sticky Fingers of Time, The (1997)",Sci-Fi,"A writer, Tucker Harding, is hired to cover an article on the hydrogen-bomb test, Nevada, 1952. While there, radiation mutates her code/soul, spawning in her the ability to travel through ...",6.3,1997,USA,English
2579,Following (1998),Drama,A young writer who follows strangers for material meets a thief who takes him under his wing.,7.6,1998,UK,English
2580,Go (1999),Crime,"Go! tells the story of the events after a drug deal, told from three different points of view.",7.3,1999,USA,English
2581,Never Been Kissed (1999),Comedy|Romance,A newspaper reporter enrolls in high school as part of research for a story.,6.0,1999,USA,English
2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy,"Two twins are separated at birth, one becoming a streetwise mechanic and the other an acclaimed classical concert conductor. Finally meeting in adulthood they each become mistaken for the other and entangled in each other's world.",6.4,1992,Hong Kong,Cantonese
2583,Cookie's Fortune (1999),Mystery,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.,6.9,1999,USA,English
2584,Foolish (1999),Comedy,"Eddie Griffin is Miles Waise, a fast rising nightclub comedian. His life is made difficult by his manager, who wants him to sell out for big bucks, and his brother Fifty Dollah, a scheming ...",4.4,1999,USA,English
2585,"Lovers of the Arctic Circle, The (Los Amantes del C�rculo Polar) (1998)",Drama|Romance,"In Lapland, under the midnight sun, Otto and Ana reunite once again after a long period of time apart, in the hope of rekindling their unrequited teenage love.",7.8,1998,"Spain, France","Spanish, English"
2586,"Goodbye, Lover (1999)",Comedy|Crime|Thriller,"A man learns that the bio father he knew nothing about is involved in a world of crime. Upon dad's death he is expected to join his new ""family.""",4.9,1999,USA,English
2587,Life (1999),Comedy,The story of wrongfully convicted men (Eddie Murphy and Martin Lawrence) who discover the value of life after serving 65 years in prison.,6.7,1999,USA,English
2588,Clubland (1998),Drama,"Kennedy is a rebellious, young musician who believes that talent and determination are all it takes to be a success. But as he and his loyal bandmates learn, success carries a heavy price ...",5.4,1999,USA,English
2589,Friends & Lovers (1999),Comedy|Drama|Romance,The story of three friends from childhood and how their lives changes when one of them falls in love.,7.4,1999,India,Malayalam
2590,Hideous Kinky (1998),Drama,"Hideous Kinky is the story of two sisters (seven and five years old) traveling with their hippie mother from London to Morocco. They encounter many adventures, new experiences, and ...",6.1,1998,"UK, France","English, French, Arabic"
2591,Jeanne and the Perfect Guy (Jeanne et le gar�on formidable) (1998),Comedy|Romance,"Jeanne has an appetite for love that can never be satisfied. Lovers at every corner of her life she is still in search of that ""one"". When a impromptu tryst on the subway with Olivier gives...",6.6,1998,France,"French, English"
